rank,title,artist,image,last week,peak position,weeks on chart,detail,date,weeks at no.1
72,Like Whoa,Aly & AJ,https://charts-static.billboard.com/img/2008/02/aly-aj-mjk-53x53.jpg,70,63,4,down,2008-03-01,
73,crushcrushcrush,Paramore,https://charts-static.billboard.com/img/2007/11/paramore-teo-53x53.jpg,78,54,10,up,2008-03-01,
74,Whatever It Takes,Lifehouse,https://charts-static.billboard.com/img/2007/11/lifehouse-ekp-53x53.jpg,64,64,5,down,2008-03-01,
75,Get Buck In Here,"DJ Felli Fel Featuring Diddy, Akon, Ludacris & Lil Jon",https://charts-static.billboard.com/img/2007/08/dj-felli-fel-tvb-53x53.jpg,71,41,15,down,2008-03-01,
76,Say,John Mayer,https://charts-static.billboard.com/img/2007/12/john-mayer-4ke-53x53.jpg,81,76,6,up,2008-03-01,
77,You Know I'm No Good,Amy Winehouse,https://charts-static.billboard.com/img/2007/02/amy-winehouse-rus-53x53.jpg,-,77,13,re-entry,2008-03-01,
78,What Kinda Gone,Chris Cagle,https://charts-static.billboard.com/img/2007/08/chris-cagle-y9u-53x53.jpg,84,78,5,up,2008-03-01,
79,Laughed Until We Cried,Jason Aldean,https://charts-static.billboard.com/img/2007/08/jason-aldean-jfn-53x53.jpg,80,79,5,up,2008-03-01,
80,You're Gonna Miss This,Trace Adkins,https://charts-static.billboard.com/img/2007/12/trace-adkins-bo9-53x53.jpg,85,80,3,up,2008-03-01,
81,Nine In The Afternoon,Panic! At The Disco,https://charts-static.billboard.com/img/2008/02/panic-at-the-disco-yl6-53x53.jpg,95,79,3,up,2008-03-01,
82,Realize,Colbie Caillat,https://charts-static.billboard.com/img/2007/08/colbie-caillat-961-53x53.jpg,86,82,2,up,2008-03-01,
83,Love In This Club,Usher Featuring Young Jeezy,https://charts-static.billboard.com/img/2008/02/usher-oqp-53x53.jpg,,,,new,2008-03-01,
84,The Boss,Rick Ross Featuring T-Pain,https://charts-static.billboard.com/img/2008/01/rick-ross-oua-53x53.jpg,,,,new,2008-03-01,
85,Bleeding Love,Leona Lewis,https://charts-static.billboard.com/img/2008/02/leona-lewis-8c8-53x53.jpg,,,,new,2008-03-01,
86,Never,Jaheim,https://charts-static.billboard.com/img/2007/10/jaheim-qvw-53x53.jpg,83,82,8,down,2008-03-01,
87,Umma Do Me,Rocko,https://charts-static.billboard.com/img/2007/10/rocko-s0l-53x53.jpg,88,87,2,up,2008-03-01,
88,Killa,Cherish Featuring Yung Joc,https://charts-static.billboard.com/img/2008/02/cherish-c9i-53x53.jpg,97,88,2,up,2008-03-01,
89,Love Is Free,Sheryl Crow,https://charts-static.billboard.com/img/2007/12/sheryl-crow-pfk-53x53.jpg,77,77,2,down,2008-03-01,
90,What Do Ya Think About That,Montgomery Gentry,https://charts-static.billboard.com/img/2007/08/montgomery-gentry-k16-53x53.jpg,79,57,20,down,2008-03-01,
91,Picture To Burn,Taylor Swift,https:https://charts-static.billboard.com/img/2016/12/taylor-swift-53x53.jpg,,,,new,2008-03-01,
92,God Must Be Busy,Brooks & Dunn,https://charts-static.billboard.com/img/2007/11/brooks-dunn-b6k-53x53.jpg,89,89,5,down,2008-03-01,
93,Rock Star,Hannah Montana,https://charts-static.billboard.com/img/2007/07/miley-cyrus-clj-53x53.jpg,82,81,3,down,2008-03-01,
94,Long Road To Ruin,Foo Fighters,https://charts-static.billboard.com/img/2007/11/foo-fighters-vm6-53x53.jpg,90,90,5,down,2008-03-01,
95,If I Had Eyes,Jack Johnson,https://charts-static.billboard.com/img/2007/12/jack-johnson-69r-53x53.jpg,75,47,7,down,2008-03-01,
96,I'll Be Waiting,Lenny Kravitz,https://charts-static.billboard.com/img/2007/11/lenny-kravitz-jjg-53x53.jpg,73,73,2,down,2008-03-01,
97,Psycho,Puddle Of Mudd,https://charts-static.billboard.com/img/2007/10/puddle-of-mudd-nx0-53x53.jpg,92,92,3,down,2008-03-01,
98,She Got It,2 Pistols Featuring T-Pain & Tay Dizm,https://charts-static.billboard.com/img/2008/01/2-pistols-73y-53x53.jpg,,,,new,2008-03-01,
99,In Love With A Girl,Gavin DeGraw,https://charts-static.billboard.com/img/2008/03/gavin-degraw-n1q-53x53.jpg,,,,new,2008-03-01,
100,Elevator,Flo Rida Featuring Timbaland,https://charts-static.billboard.com/img/2008/02/flo-rida-8v1-53x53.jpg,,,,new,2008-03-01,
1,Low,Flo Rida Featuring T-Pain,https://charts-static.billboard.com/img/2007/09/flo-rida-8v1-53x53.jpg,1,1,18,same,2008-03-08,10
2,With You,Chris Brown,https://charts-static.billboard.com/img/2007/12/chris-brown-cte-53x53.jpg,2,2,13,same,2008-03-08,
3,Don't Stop The Music,Rihanna,https://charts-static.billboard.com/img/2007/07/rihanna-v3t-53x53.jpg,3,3,14,same,2008-03-08,
4,Love Song,Sara Bareilles,https://charts-static.billboard.com/img/1840/12/sara-bareilles-7da-53x53.jpg,5,4,17,up,2008-03-08,
5,No One,Alicia Keys,https://charts-static.billboard.com/img/2007/09/alicia-keys-xkr-53x53.jpg,4,1,25,down,2008-03-08,
6,Apologize,Timbaland Featuring OneRepublic,https://charts-static.billboard.com/img/2016/11/timbaland-53x53.jpg,6,2,30,same,2008-03-08,
7,Sensual Seduction,Snoop Dogg,https://charts-static.billboard.com/img/2007/11/snoop-dogg-7vk-53x53.jpg,7,7,13,same,2008-03-08,
8,Take You There,Sean Kingston,https://charts-static.billboard.com/img/2007/10/sean-kingston-qzx-53x53.jpg,8,7,17,same,2008-03-08,
9,Independent,Webbie Featuring Lil' Phat & Lil' Boosie,https://charts-static.billboard.com/img/2007/10/webbie-s51-53x53.jpg,10,9,14,up,2008-03-08,
10,Sorry,Buckcherry,https://charts-static.billboard.com/img/2007/10/buckcherry-o0u-53x53.jpg,9,9,12,down,2008-03-08,
11,See You Again,Miley Cyrus,https://charts-static.billboard.com/img/2007/11/miley-cyrus-clj-53x53.jpg,11,11,12,same,2008-03-08,
12,Superstar,Lupe Fiasco Featuring Matthew Santos,https://charts-static.billboard.com/img/2007/10/lupe-fiasco-pvm-53x53.jpg,14,12,11,up,2008-03-08,
13,No Air,Jordin Sparks Duet With Chris Brown,https://charts-static.billboard.com/img/2007/12/jordin-sparks-v2k-53x53.jpg,23,13,8,up,2008-03-08,
14,Like You'll Never See Me Again,Alicia Keys,https://charts-static.billboard.com/img/2007/11/alicia-keys-xkr-53x53.jpg,15,12,16,up,2008-03-08,
15,Shadow Of The Day,Linkin Park,https://charts-static.billboard.com/img/2007/08/linkin-park-brd-53x53.jpg,16,15,16,up,2008-03-08,
16,Teardrops On My Guitar,Taylor Swift,https://charts-static.billboard.com/img/2007/02/taylor-swift-p7u-teardrops-on-my-guitar-nq6-53x53.jpg,13,13,38,down,2008-03-08,
17,Clumsy,Fergie,https://charts-static.billboard.com/img/2007/10/fergie-8pu-53x53.jpg,12,5,20,down,2008-03-08,
18,Sexy Can I,Ray J & Yung Berg,https://charts-static.billboard.com/img/2008/01/ray-j-rv3-53x53.jpg,29,18,4,up,2008-03-08,
19,Suffocate,J. Holiday,https://charts-static.billboard.com/img/2007/10/j-holiday-enm-53x53.jpg,18,18,16,down,2008-03-08,
20,Tattoo,Jordin Sparks,https://charts-static.billboard.com/img/2007/09/jordin-sparks-v2k-53x53.jpg,17,8,22,down,2008-03-08,
21,Bubbly,Colbie Caillat,https://charts-static.billboard.com/img/1840/12/colbie-caillat-p3m-53x53.jpg,19,5,35,down,2008-03-08,
22,Paralyzer,Finger Eleven,https://charts-static.billboard.com/img/2006/12/finger-eleven-7ug-53x53.jpg,21,6,38,down,2008-03-08,
23,Sweetest Girl (Dollar Bill),"Wyclef Jean Featuring Akon, Lil Wayne & Niia",https://charts-static.billboard.com/img/2007/09/wyclef-jean-wpq-53x53.jpg,22,12,24,down,2008-03-08,
24,I Remember,Keyshia Cole,https://charts-static.billboard.com/img/2007/10/keyshia-cole-3ov-53x53.jpg,24,24,11,same,2008-03-08,
25,When You Look Me In The Eyes,Jonas Brothers,https://charts-static.billboard.com/img/2008/02/jonas-brothers-m8u-53x53.jpg,31,25,5,up,2008-03-08,
26,Stop And Stare,OneRepublic,https://charts-static.billboard.com/img/2007/12/onerepublic-bjw-53x53.jpg,20,20,11,down,2008-03-08,
27,Just Fine,Mary J. Blige,https://charts-static.billboard.com/img/2007/10/mary-j-blige-hn0-53x53.jpg,27,22,19,same,2008-03-08,
28,Elevator,Flo Rida Featuring Timbaland,https://charts-static.billboard.com/img/2008/02/flo-rida-8v1-53x53.jpg,100,28,2,up,2008-03-08,
29,Kiss Kiss,Chris Brown Featuring T-Pain,https://charts-static.billboard.com/img/2007/08/chris-brown-cte-53x53.jpg,25,1,24,down,2008-03-08,
30,All-American Girl,Carrie Underwood,https://charts-static.billboard.com/img/2007/12/carrie-underwood-ko6-53x53.jpg,35,30,8,up,2008-03-08,
31,Hypnotized,Plies Featuring Akon,https://charts-static.billboard.com/img/2007/09/plies-yvr-53x53.jpg,26,14,22,down,2008-03-08,
32,Love Like This,Natasha Bedingfield Featuring Sean Kingston,https://charts-static.billboard.com/img/2007/10/natasha-bedingfield-z7w-53x53.jpg,28,11,19,down,2008-03-08,
33,Can't Help But Wait,Trey Songz,https://charts-static.billboard.com/img/2007/08/trey-songz-kc8-53x53.jpg,34,14,23,up,2008-03-08,
34,Touch My Body,Mariah Carey,https://charts-static.billboard.com/img/2008/02/mariah-carey-tgq-53x53.jpg,57,34,2,up,2008-03-08,
35,Our Song,Taylor Swift,https:https://charts-static.billboard.com/img/2016/12/taylor-swift-53x53.jpg,30,16,22,down,2008-03-08,
36,Falsetto,The-Dream,https://charts-static.billboard.com/img/2007/12/the-dream-8ca-53x53.jpg,39,36,7,up,2008-03-08,
37,Crying Out For Me,Mario,https://charts-static.billboard.com/img/2007/09/mario-bu9-53x53.jpg,40,37,13,up,2008-03-08,
38,Flashing Lights,Kanye West Featuring Dwele,https://charts-static.billboard.com/img/2007/10/kanye-west-irm-53x53.jpg,33,29,14,down,2008-03-08,
39,Piece Of Me,Britney Spears,https://charts-static.billboard.com/img/2007/11/britney-spears-s89-53x53.jpg,32,18,17,down,2008-03-08,
40,Into The Night,Santana Featuring Chad Kroeger,https://charts-static.billboard.com/img/2007/09/santana-fo5-53x53.jpg,36,26,21,down,2008-03-08,
41,Big Girls Don't Cry,Fergie,https://charts-static.billboard.com/img/2007/05/fergie-8pu-53x53.jpg,38,1,45,down,2008-03-08,
42,Dey Know,Shawty Lo,https://charts-static.billboard.com/img/2007/09/shawty-lo-q4j-53x53.jpg,50,42,7,up,2008-03-08,
43,"Ready, Set, Don't Go",Billy Ray Cyrus With Miley Cyrus,https://charts-static.billboard.com/img/2007/08/billy-ray-cyrus-24t-53x53.jpg,41,37,23,down,2008-03-08,
44,I Won't Tell,Fat Joe Featuring J. Holiday,https://charts-static.billboard.com/img/2007/12/fat-joe-02a-53x53.jpg,52,44,7,up,2008-03-08,
45,Cleaning This Gun (Come On In Boy),Rodney Atkins,https://charts-static.billboard.com/img/2007/10/rodney-atkins-r4o-53x53.jpg,44,44,14,down,2008-03-08,
46,Calabria 2008,Enur Featuring Natasja,https://charts-static.billboard.com/img/2007/10/enur-kl0-53x53.jpg,49,46,15,up,2008-03-08,
47,Feels Like Tonight,Daughtry,https://charts-static.billboard.com/img/2008/01/daughtry-uco-53x53.jpg,51,47,5,up,2008-03-08,
48,Hate That I Love You,Rihanna Featuring Ne-Yo,https://charts-static.billboard.com/img/2007/09/rihanna-v3t-53x53.jpg,37,7,26,down,2008-03-08,
49,New Soul,Yael Naim,Not supported yet,42,7,4,down,2008-03-08,
50,Watching Airplanes,Gary Allan,https://charts-static.billboard.com/img/2007/08/gary-allan-ncl-53x53.jpg,43,43,18,down,2008-03-08,
51,Love In This Club,Usher Featuring Young Jeezy,https://charts-static.billboard.com/img/2008/02/usher-oqp-53x53.jpg,83,51,2,up,2008-03-08,
52,Letter To Me,Brad Paisley,https://charts-static.billboard.com/img/2007/10/brad-paisley-ws4-53x53.jpg,46,40,15,down,2008-03-08,
53,Feedback,Janet,https://charts-static.billboard.com/img/2007/12/janet-jackson-9z4-53x53.jpg,60,51,9,up,2008-03-08,
54,I Saw God Today,George Strait,https://charts-static.billboard.com/img/2008/02/george-strait-6xj-53x53.jpg,,,,new,2008-03-08,
55,Shiftwork,Kenny Chesney Duet With George Strait,https://charts-static.billboard.com/img/2007/09/kenny-chesney-en6-53x53.jpg,56,55,8,up,2008-03-08,
56,Small Town Southern Man,Alan Jackson,https://charts-static.billboard.com/img/2007/11/alan-jackson-pbl-53x53.jpg,58,56,8,up,2008-03-08,
57,Won't Go Home Without You,Maroon 5,https://charts-static.billboard.com/img/2007/12/maroon-5-9st-53x53.jpg,53,48,11,down,2008-03-08,
58,What Hurts The Most,Cascada,https://charts-static.billboard.com/img/2007/12/cascada-tir-53x53.jpg,55,55,7,down,2008-03-08,
59,The Anthem,Pitbull Featuring Lil Jon,https://charts-static.billboard.com/img/2007/11/pitbull-odu-53x53.jpg,59,59,8,same,2008-03-08,
60,YAHHH!,Soulja Boy Tell'em Featuring Arab,https://charts-static.billboard.com/img/2008/02/soulja-boy-4vz-53x53.jpg,65,60,4,up,2008-03-08,
61,Stealing Cinderella,Chuck Wicks,https://charts-static.billboard.com/img/2007/09/chuck-wicks-dqk-53x53.jpg,62,61,15,up,2008-03-08,
62,Bleeding Love,Leona Lewis,https://charts-static.billboard.com/img/2008/02/leona-lewis-8c8-53x53.jpg,85,62,2,up,2008-03-08,
63,Ching-A-Ling,Missy Elliott,https://charts-static.billboard.com/img/2008/01/missy-elliott-zjj-53x53.jpg,71,63,4,up,2008-03-08,
64,Pop Bottles,Birdman Featuring Lil Wayne,https://charts-static.billboard.com/img/2007/08/birdman-ium-53x53.jpg,54,38,17,down,2008-03-08,
65,What Kinda Gone,Chris Cagle,https://charts-static.billboard.com/img/2007/08/chris-cagle-y9u-53x53.jpg,78,65,6,up,2008-03-08,
66,Killa,Cherish Featuring Yung Joc,https://charts-static.billboard.com/img/2008/02/cherish-c9i-53x53.jpg,88,66,3,up,2008-03-08,
67,International Harvester,Craig Morgan,https://charts-static.billboard.com/img/2007/09/craig-morgan-u5x-53x53.jpg,69,67,13,up,2008-03-08,
68,Whatever It Takes,Lifehouse,https://charts-static.billboard.com/img/2007/11/lifehouse-ekp-53x53.jpg,74,64,6,up,2008-03-08,
69,Hero/Heroine,Boys Like Girls,https://charts-static.billboard.com/img/2007/11/boys-like-girls-9nc-53x53.jpg,66,43,12,down,2008-03-08,
70,The Way I Am,Ingrid Michaelson,https://charts-static.billboard.com/img/2007/10/ingrid-michaelson-k7e-53x53.jpg,63,37,18,down,2008-03-08,
71,What Is It,Baby Bash Featuring Sean Kingston,https://charts-static.billboard.com/img/2007/11/baby-bash-kcz-53x53.jpg,67,57,9,down,2008-03-08,
72,Stay,Sugarland,https://charts-static.billboard.com/img/2007/09/sugarland-661-53x53.jpg,68,32,20,down,2008-03-08,
73,You're Gonna Miss This,Trace Adkins,https://charts-static.billboard.com/img/2007/12/trace-adkins-bo9-53x53.jpg,80,73,4,up,2008-03-08,
74,crushcrushcrush,Paramore,https://charts-static.billboard.com/img/2007/11/paramore-teo-53x53.jpg,73,54,11,down,2008-03-08,
75,Say,John Mayer,https://charts-static.billboard.com/img/2007/12/john-mayer-4ke-53x53.jpg,76,75,7,up,2008-03-08,
76,Umma Do Me,Rocko,https://charts-static.billboard.com/img/2007/10/rocko-s0l-53x53.jpg,87,76,3,up,2008-03-08,
77,Winner At A Losing Game,Rascal Flatts,https://charts-static.billboard.com/img/2007/10/rascal-flatts-o8u-53x53.jpg,64,52,18,down,2008-03-08,
78,Laughed Until We Cried,Jason Aldean,https://charts-static.billboard.com/img/2007/08/jason-aldean-jfn-53x53.jpg,79,78,6,up,2008-03-08,
79,Realize,Colbie Caillat,https://charts-static.billboard.com/img/2007/08/colbie-caillat-961-53x53.jpg,82,79,3,up,2008-03-08,
80,Dance Like There's No Tomorrow,Paula Abdul & Randy Jackson,https://charts-static.billboard.com/img/2008/02/paula-abdul-3yb-53x53.jpg,,,,new,2008-03-08,
81,Never,Jaheim,https://charts-static.billboard.com/img/2007/10/jaheim-qvw-53x53.jpg,86,81,9,up,2008-03-08,
82,Like Whoa,Aly & AJ,https://charts-static.billboard.com/img/2008/02/aly-aj-mjk-53x53.jpg,72,63,5,down,2008-03-08,
83,Picture To Burn,Taylor Swift,https:https://charts-static.billboard.com/img/2016/12/taylor-swift-53x53.jpg,91,83,2,up,2008-03-08,
84,She Got It,2 Pistols Featuring T-Pain & Tay Dizm,https://charts-static.billboard.com/img/2008/01/2-pistols-73y-53x53.jpg,98,84,2,up,2008-03-08,
85,Get Buck In Here,"DJ Felli Fel Featuring Diddy, Akon, Ludacris & Lil Jon",https://charts-static.billboard.com/img/2007/08/dj-felli-fel-tvb-53x53.jpg,75,41,16,down,2008-03-08,
86,God Must Be Busy,Brooks & Dunn,https://charts-static.billboard.com/img/2007/11/brooks-dunn-b6k-53x53.jpg,92,86,6,up,2008-03-08,
87,Psycho,Puddle Of Mudd,https://charts-static.billboard.com/img/2007/10/puddle-of-mudd-nx0-53x53.jpg,97,87,4,up,2008-03-08,
88,The Boss,Rick Ross Featuring T-Pain,https://charts-static.billboard.com/img/2008/01/rick-ross-oua-53x53.jpg,84,84,2,down,2008-03-08,
89,Nine In The Afternoon,Panic! At The Disco,https://charts-static.billboard.com/img/2008/02/panic-at-the-disco-yl6-53x53.jpg,81,79,4,down,2008-03-08,
90,If I Had Eyes,Jack Johnson,https://charts-static.billboard.com/img/2007/12/jack-johnson-69r-53x53.jpg,95,47,8,up,2008-03-08,
91,Long Road To Ruin,Foo Fighters,https://charts-static.billboard.com/img/2007/11/foo-fighters-vm6-53x53.jpg,94,90,6,up,2008-03-08,
92,Shawty Get Loose,Lil Mama Featuring Chris Brown & T-Pain,https://charts-static.billboard.com/img/2008/02/lil-mama-8mb-53x53.jpg,,,,new,2008-03-08,
93,Just Got Started Lovin' You,James Otto,https://charts-static.billboard.com/img/1840/12/james-otto-vw6-53x53.jpg,,,,new,2008-03-08,
94,It's Not My Time,3 Doors Down,https://charts-static.billboard.com/img/2008/03/3-doors-down-qu6-53x53.jpg,,,,new,2008-03-08,
95,Shake Your Pom Pom,Missy Elliott,https://charts-static.billboard.com/img/2008/03/missy-elliott-zjj-53x53.jpg,,,,new,2008-03-08,
96,It's Good To Be Us,Bucky Covington,https://charts-static.billboard.com/img/2007/09/bucky-covington-1wt-53x53.jpg,,,,new,2008-03-08,
97,Love Is A Beautiful Thing,Phil Vassar,https://charts-static.billboard.com/img/2007/11/phil-vassar-xsv-53x53.jpg,,,,new,2008-03-08,
98,Love Is Free,Sheryl Crow,https://charts-static.billboard.com/img/2007/12/sheryl-crow-pfk-53x53.jpg,89,77,3,down,2008-03-08,
99,Te Quiero,Flex,https://charts-static.billboard.com/img/1840/12/flex-48j-53x53.jpg,,,,new,2008-03-08,
100,Rock Star,Hannah Montana,https://charts-static.billboard.com/img/2007/07/miley-cyrus-clj-53x53.jpg,93,81,4,down,2008-03-08,
1,Love In This Club,Usher Featuring Young Jeezy,https://charts-static.billboard.com/img/2008/02/usher-oqp-53x53.jpg,51,1,3,up,2008-03-15,
2,Low,Flo Rida Featuring T-Pain,https://charts-static.billboard.com/img/2007/09/flo-rida-8v1-53x53.jpg,1,1,19,down,2008-03-15,
3,With You,Chris Brown,https://charts-static.billboard.com/img/2007/12/chris-brown-cte-53x53.jpg,2,2,14,down,2008-03-15,
4,Don't Stop The Music,Rihanna,https://charts-static.billboard.com/img/2007/07/rihanna-v3t-53x53.jpg,3,3,15,down,2008-03-15,
5,Love Song,Sara Bareilles,https://charts-static.billboard.com/img/1840/12/sara-bareilles-7da-53x53.jpg,4,4,18,down,2008-03-15,
6,No Air,Jordin Sparks Duet With Chris Brown,https://charts-static.billboard.com/img/2007/12/jordin-sparks-v2k-53x53.jpg,13,6,9,up,2008-03-15,
7,Apologize,Timbaland Featuring OneRepublic,https://charts-static.billboard.com/img/2016/11/timbaland-53x53.jpg,6,2,31,down,2008-03-15,
8,No One,Alicia Keys,https://charts-static.billboard.com/img/2007/09/alicia-keys-xkr-53x53.jpg,5,1,26,down,2008-03-15,
9,Independent,Webbie Featuring Lil' Phat & Lil' Boosie,https://charts-static.billboard.com/img/2007/10/webbie-s51-53x53.jpg,9,9,15,same,2008-03-15,
10,Sensual Seduction,Snoop Dogg,https://charts-static.billboard.com/img/2007/11/snoop-dogg-7vk-53x53.jpg,7,7,14,down,2008-03-15,
11,Superstar,Lupe Fiasco Featuring Matthew Santos,https://charts-static.billboard.com/img/2007/10/lupe-fiasco-pvm-53x53.jpg,12,11,12,up,2008-03-15,
12,Sorry,Buckcherry,https://charts-static.billboard.com/img/2007/10/buckcherry-o0u-53x53.jpg,10,9,13,down,2008-03-15,
13,Sexy Can I,Ray J & Yung Berg,https://charts-static.billboard.com/img/2008/01/ray-j-rv3-53x53.jpg,18,13,5,up,2008-03-15,
14,See You Again,Miley Cyrus,https://charts-static.billboard.com/img/2007/11/miley-cyrus-clj-53x53.jpg,11,11,13,down,2008-03-15,
15,Take You There,Sean Kingston,https://charts-static.billboard.com/img/2007/10/sean-kingston-qzx-53x53.jpg,8,7,18,down,2008-03-15,
16,Elevator,Flo Rida Featuring Timbaland,https://charts-static.billboard.com/img/2008/02/flo-rida-8v1-53x53.jpg,28,16,3,up,2008-03-15,
17,Shadow Of The Day,Linkin Park,https://charts-static.billboard.com/img/2007/08/linkin-park-brd-53x53.jpg,15,15,17,down,2008-03-15,
18,Like You'll Never See Me Again,Alicia Keys,https://charts-static.billboard.com/img/2007/11/alicia-keys-xkr-53x53.jpg,14,12,17,down,2008-03-15,
19,Feedback,Janet,https://charts-static.billboard.com/img/2007/12/janet-jackson-9z4-53x53.jpg,53,19,10,up,2008-03-15,
20,Suffocate,J. Holiday,https://charts-static.billboard.com/img/2007/10/j-holiday-enm-53x53.jpg,19,18,17,down,2008-03-15,
21,Clumsy,Fergie,https://charts-static.billboard.com/img/2007/10/fergie-8pu-53x53.jpg,17,5,21,down,2008-03-15,
22,Teardrops On My Guitar,Taylor Swift,https://charts-static.billboard.com/img/2007/02/taylor-swift-p7u-teardrops-on-my-guitar-nq6-53x53.jpg,16,13,39,down,2008-03-15,
23,Tattoo,Jordin Sparks,https://charts-static.billboard.com/img/2007/09/jordin-sparks-v2k-53x53.jpg,20,8,23,down,2008-03-15,
24,Touch My Body,Mariah Carey,https://charts-static.billboard.com/img/2008/02/mariah-carey-tgq-53x53.jpg,34,24,3,up,2008-03-15,
25,Bubbly,Colbie Caillat,https://charts-static.billboard.com/img/1840/12/colbie-caillat-p3m-53x53.jpg,21,5,36,down,2008-03-15,
26,Paralyzer,Finger Eleven,https://charts-static.billboard.com/img/2006/12/finger-eleven-7ug-53x53.jpg,22,6,39,down,2008-03-15,
27,Stop And Stare,OneRepublic,https://charts-static.billboard.com/img/2007/12/onerepublic-bjw-53x53.jpg,26,20,12,down,2008-03-15,
28,I Remember,Keyshia Cole,https://charts-static.billboard.com/img/2007/10/keyshia-cole-3ov-53x53.jpg,24,24,12,down,2008-03-15,
29,All-American Girl,Carrie Underwood,https://charts-static.billboard.com/img/2007/12/carrie-underwood-ko6-53x53.jpg,30,29,9,up,2008-03-15,
30,Sweetest Girl (Dollar Bill),"Wyclef Jean Featuring Akon, Lil Wayne & Niia",https://charts-static.billboard.com/img/2007/09/wyclef-jean-wpq-53x53.jpg,23,12,25,down,2008-03-15,
31,When You Look Me In The Eyes,Jonas Brothers,https://charts-static.billboard.com/img/2008/02/jonas-brothers-m8u-53x53.jpg,25,25,6,down,2008-03-15,
32,Dey Know,Shawty Lo,https://charts-static.billboard.com/img/2007/09/shawty-lo-q4j-53x53.jpg,42,32,8,up,2008-03-15,
33,Just Fine,Mary J. Blige,https://charts-static.billboard.com/img/2007/10/mary-j-blige-hn0-53x53.jpg,27,22,20,down,2008-03-15,
34,Crying Out For Me,Mario,https://charts-static.billboard.com/img/2007/09/mario-bu9-53x53.jpg,37,34,14,up,2008-03-15,
35,Falsetto,The-Dream,https://charts-static.billboard.com/img/2007/12/the-dream-8ca-53x53.jpg,36,35,8,up,2008-03-15,
36,Kiss Kiss,Chris Brown Featuring T-Pain,https://charts-static.billboard.com/img/2007/08/chris-brown-cte-53x53.jpg,29,1,25,down,2008-03-15,
37,Flashing Lights,Kanye West Featuring Dwele,https://charts-static.billboard.com/img/2007/10/kanye-west-irm-53x53.jpg,38,29,15,up,2008-03-15,
38,I Won't Tell,Fat Joe Featuring J. Holiday,https://charts-static.billboard.com/img/2007/12/fat-joe-02a-53x53.jpg,44,38,8,up,2008-03-15,
39,Our Song,Taylor Swift,https:https://charts-static.billboard.com/img/2016/12/taylor-swift-53x53.jpg,35,16,23,down,2008-03-15,
40,Cleaning This Gun (Come On In Boy),Rodney Atkins,https://charts-static.billboard.com/img/2007/10/rodney-atkins-r4o-53x53.jpg,45,40,15,up,2008-03-15,
41,Bleeding Love,Leona Lewis,https://charts-static.billboard.com/img/2008/02/leona-lewis-8c8-53x53.jpg,62,41,3,up,2008-03-15,
42,Love Like This,Natasha Bedingfield Featuring Sean Kingston,https://charts-static.billboard.com/img/2007/10/natasha-bedingfield-z7w-53x53.jpg,32,11,20,down,2008-03-15,
43,Feels Like Tonight,Daughtry,https://charts-static.billboard.com/img/2008/01/daughtry-uco-53x53.jpg,47,43,6,up,2008-03-15,
44,Can't Help But Wait,Trey Songz,https://charts-static.billboard.com/img/2007/08/trey-songz-kc8-53x53.jpg,33,14,24,down,2008-03-15,
45,Big Girls Don't Cry,Fergie,https://charts-static.billboard.com/img/2007/05/fergie-8pu-53x53.jpg,41,1,46,down,2008-03-15,
46,Hypnotized,Plies Featuring Akon,https://charts-static.billboard.com/img/2007/09/plies-yvr-53x53.jpg,31,14,23,down,2008-03-15,
47,Calabria 2008,Enur Featuring Natasja,https://charts-static.billboard.com/img/2007/10/enur-kl0-53x53.jpg,46,46,16,down,2008-03-15,
48,I Saw God Today,George Strait,https://charts-static.billboard.com/img/2008/02/george-strait-6xj-53x53.jpg,54,48,2,up,2008-03-15,
49,Piece Of Me,Britney Spears,https://charts-static.billboard.com/img/2007/11/britney-spears-s89-53x53.jpg,39,18,18,down,2008-03-15,
50,Whatever It Takes,Lifehouse,https://charts-static.billboard.com/img/2007/11/lifehouse-ekp-53x53.jpg,68,50,7,up,2008-03-15,
51,Shiftwork,Kenny Chesney Duet With George Strait,https://charts-static.billboard.com/img/2007/09/kenny-chesney-en6-53x53.jpg,55,51,9,up,2008-03-15,
52,The Anthem,Pitbull Featuring Lil Jon,https://charts-static.billboard.com/img/2007/11/pitbull-odu-53x53.jpg,59,52,9,up,2008-03-15,
53,Small Town Southern Man,Alan Jackson,https://charts-static.billboard.com/img/2007/11/alan-jackson-pbl-53x53.jpg,56,53,9,up,2008-03-15,
54,Watching Airplanes,Gary Allan,https://charts-static.billboard.com/img/2007/08/gary-allan-ncl-53x53.jpg,50,43,19,down,2008-03-15,
55,Letter To Me,Brad Paisley,https://charts-static.billboard.com/img/2007/10/brad-paisley-ws4-53x53.jpg,52,40,16,down,2008-03-15,
56,What Hurts The Most,Cascada,https://charts-static.billboard.com/img/2007/12/cascada-tir-53x53.jpg,58,55,8,up,2008-03-15,
57,YAHHH!,Soulja Boy Tell'em Featuring Arab,https://charts-static.billboard.com/img/2008/02/soulja-boy-4vz-53x53.jpg,60,57,5,up,2008-03-15,
58,Stealing Cinderella,Chuck Wicks,https://charts-static.billboard.com/img/2007/09/chuck-wicks-dqk-53x53.jpg,61,58,16,up,2008-03-15,
